Name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,Known_Allergen
AAQ089471AllergenFrae1pathogenesisrelatedproteinPR10Betv1likeproteinFraxinusexcelsior,2.047,4.094,4.094,8.188,5.459,7.506,0.682,4.776,7.506,7.506,2.047,4.776,6.823,4.094,4.094,4.776,6.823,8.87,0.682,4.094,0.166,0.541,0.405,1.026,0.326,0.315,0.024,0.16,0.31,0.625,0.767,0.085,0.242,0.01,0.433,0.252,0.037,0.18,0.329,0.458,0.356,0.501,0.1,0.492,0.204,0.286,0.321,0.084,0.423,0.985,1
AAQ102681AllergenmajorpollenallergenOlee1Oleaeuropaea,4.553,4.553,4.553,8.347,5.312,7.588,0.759,6.071,7.588,8.347,2.277,5.312,5.312,1.518,4.553,4.553,9.106,5.312,0.759,3.794,0.179,0.449,0.497,0.776,0.609,0.427,0.058,0.091,0.29,0.476,0.59,0.174,0.113,0.157,0.14,0.109,0.434,0.023,0.156,0.425,0.27,0.603,0.156,0.332,0.469,0.202,0.484,0.078,0.272,0.653,1
AAQ102711AllergenmajorpollenallergenOlee1Oleaeuropaea,4.557,4.557,4.557,8.354,5.316,7.594,0.759,6.075,7.594,7.594,2.278,5.316,5.316,1.519,4.557,4.557,9.113,5.316,1.519,3.797,0.166,0.48,0.571,0.778,0.607,0.425,0.047,0.068,0.228,0.479,0.581,0.173,0.116,0.194,0.003,0.109,0.422,0.022,0.153,0.44,0.32,0.612,0.2,0.335,0.46,0.144,0.472,0.073,0.276,0.648,1
AAQ102741AllergenmajorpollenallergenOlee1Oleaeuropaea,4.605,4.605,4.605,8.443,5.373,7.675,0.768,5.373,7.675,7.675,2.303,5.373,5.373,1.535,4.605,5.373,9.21,5.373,1.535,3.07,0.097,0.371,0.443,0.759,0.6,0.432,0.068,0.015,0.298,0.485,0.602,0.179,0.192,0.075,0.17,0.099,0.441,0.024,0.135,0.384,0.26,0.625,0.177,0.336,0.435,0.227,0.346,0.134,0.341,0.657,1
AAQ102761AllergenmajorpollenallergenOlee1Oleaeuropaea,3.92,4.704,3.92,8.623,5.487,9.407,0.784,6.271,7.055,7.839,2.352,6.271,5.487,1.568,4.704,4.704,8.623,4.704,0.784,3.92,0.012,0.219,0.405,0.849,0.516,0.261,0.269,0.299,0.258,0.52,0.38,0.134,0.048,0.124,0.091,0.173,0.125,0.262,0.029,0.288,0.362,0.553,0.135,0.376,0.241,0.116,0.476,0.199,0.407,1.22,1
AAQ102771AllergenmajorpollenallergenOlee1Oleaeuropaea,4.615,4.615,4.615,8.461,5.384,7.692,0.769,5.384,6.923,7.692,2.308,5.384,5.384,2.308,5.384,4.615,8.461,6.154,0.769,3.846,0.188,0.424,0.403,0.781,0.583,0.523,0.092,0.126,0.126,0.474,0.494,0.081,0.239,0.049,0.219,0.01,0.219,0.045,0.19,0.392,0.29,0.586,0.228,0.271,0.553,0.225,0.48,0.193,0.388,0.667,1
AAQ102781AllergenmajorpollenallergenOlee1Oleaeuropaea,3.824,3.824,5.354,8.413,5.354,7.649,0.765,5.354,6.884,7.649,2.295,5.354,5.354,2.295,6.119,5.354,8.413,5.354,0.765,3.824,0.279,0.46,0.349,0.634,0.485,0.707,0.131,0.199,0.096,0.496,0.605,0.131,0.138,0.19,0.293,0.102,0.672,0.262,0.645,0.675,0.176,0.455,0.006,0.599,0.636,0.187,0.337,0.318,0.603,0.648,1
AAQ102791AllergenmajorpollenallergenOlee1Oleaeuropaea,3.064,4.596,4.596,8.425,6.127,7.659,0.766,5.361,6.893,8.425,3.064,5.361,6.127,2.298,5.361,5.361,8.425,6.127,0.766,2.298,0.207,0.066,0.206,0.948,0.334,0.241,0.472,0.282,0.31,0.526,0.556,0.188,0.044,0.082,0.127,0.084,0.427,0.125,0.407,0.414,0.283,0.788,0.141,0.298,0.241,0.363,0.298,0.161,0.621,1.39,1
AAQ102801AllergenmajorpollenallergenOlee1Oleaeuropaea,3.1,3.875,3.875,8.526,6.976,7.751,0.775,5.426,6.976,8.526,3.1,5.426,6.201,1.55,6.976,4.651,8.526,6.976,0.775,2.325,0.533,0.076,0.369,0.835,0.138,0.412,0.18,0.137,0.248,0.361,0.789,0.088,0.363,0.265,0.075,0.14,0.419,0.315,0.85,0.669,0.193,0.817,0.093,0.682,0.931,0.111,0.16,0.151,0.462,1.221,1
AAQ102811AllergenmajorpollenallergenOlee1Oleaeuropaea,3.098,3.873,4.648,8.521,6.197,8.521,1.549,4.648,6.972,8.521,3.098,5.422,6.197,2.324,5.422,6.197,6.972,5.422,0.775,3.098,0.188,0.087,0.458,0.916,0.123,0.317,0.029,0.171,0.354,0.312,0.84,0.082,0.279,0.126,0.045,0.053,0.442,0.184,0.267,0.405,0.287,0.73,0.058,0.341,0.476,0.042,0.32,0.173,0.566,1.247,1
AAQ245411AllergenBlot1cysteineproteaseBlomiatropicalis,5.699,2.279,3.134,7.693,3.704,9.403,2.564,4.274,3.704,5.699,2.279,5.984,1.71,5.699,4.844,6.269,4.274,6.269,2.279,7.123,0.06,0.214,0.029,0.054,0.117,0.292,0.087,0.087,0.9,0.264,0.349,0.2,0.293,0.283,0.06,0.236,0.255,0.209,0.483,0.034,0.108,0.357,0.093,0.07,0.222,0.331,0.144,0.197,0.167,0.287,1
AAQ245421AllergenBlot3trypsinBlomiatropicalis,10.855,2.451,5.252,1.401,1.401,10.855,1.401,6.303,5.252,7.003,1.05,4.902,3.151,3.502,2.101,8.053,5.953,7.353,1.05,3.852,0.049,0.059,1.265,0.358,0.032,0.518,0.176,0.013,1.283,0.2,0.234,0.137,0.198,0.088,1.06,0.224,0.097,0.017,0.098,0.101,1.339,0.179,0.13,0.189,0.384,0.392,1.29,0.078,0.007,0.064,1
AAQ245431AllergenBlot4alphaamylaseBlomiatropicalis,4.753,1.783,6.536,3.169,3.763,8.319,5.348,6.338,3.961,7.328,2.575,7.922,4.952,4.952,4.357,7.328,3.367,6.14,2.377,4.952,0.453,0.479,0.412,0.304,0.158,0.109,0.186,0.228,0.419,0.003,0.11,0.151,0.242,0.108,0.002,0.095,0.019,0.026,0.008,0.019,0.273,0.103,0.08,0.359,0.014,0.125,0.238,0.131,0.145,0.36,1
AAQ546031PutativeGlyd203Glycyphagusdomesticus,9.341,4.003,7.339,3.336,4.67,9.341,1.334,8.674,11.343,5.338,2.002,1.334,3.336,2.669,0.667,3.336,6.672,8.674,0,0.667,1.009,1.09,0.84,0.244,0.016,0.054,0.87,0.762,0.981,0.316,0.042,0.053,0.33,0.175,0.866,0.089,0.44,0.075,0.614,0.268,1.135,0.168,0.126,0.552,0.177,0.39,0.88,0.516,0.105,0.128,1
AAQ555501AllergenLepd12Lepidoglyphusdestructor,3.234,2.587,4.528,9.055,1.94,4.528,10.996,6.468,4.528,3.881,1.294,2.587,5.175,1.94,1.94,6.468,12.289,6.468,0.647,1.94,0.811,1.086,0.608,1.229,0.377,0.388,0.366,0.085,0.092,0.256,0.162,0.239,0.264,0.001,0.284,0.872,0.477,0.264,0.178,0.046,0.37,0.688,0.396,0.496,0.832,0.562,0.312,0.873,0.36,0.758,1
AAQ734841Putativetype2allergenLepd2013Lepidoglyphusdestructor,9.338,4.002,7.337,3.335,4.669,9.338,1.334,9.338,11.338,5.336,2.001,1.334,3.335,2.668,0.667,3.335,6.67,8.004,0,0.667,0.993,1.087,0.813,0.236,0.015,0.054,0.89,0.768,0.948,0.323,0.04,0.053,0.311,0.183,0.857,0.075,0.44,0.075,0.625,0.272,1.117,0.173,0.127,0.553,0.196,0.395,0.845,0.524,0.103,0.128,1
AAQ734861Putativetype2allergenLepd2023Lepidoglyphusdestructor,9.49,4.067,8.135,3.389,4.745,9.49,1.356,8.812,11.524,5.423,2.034,1.356,3.389,2.712,0.678,3.389,6.779,8.135,0,0.678,1.143,1.188,0.82,0.359,0.026,0.068,0.761,0.704,0.955,0.231,0.056,0.067,0.465,0.064,0.867,0.278,0.449,0.059,0.56,0.224,1.129,0.103,0.124,0.586,0.055,0.325,0.851,0.432,0.119,0.116,1
AAQ734871Putativetype2allergenLepd2024Lepidoglyphusdestructor,9.422,4.038,7.403,3.365,4.711,9.422,1.346,8.749,10.768,5.384,1.346,1.346,3.365,3.365,0.673,3.365,6.73,8.749,0,0.673,1.024,1.129,0.844,0.257,0.033,0.081,0.877,0.749,0.984,0.315,0.069,0.07,0.371,0.165,0.86,0.109,0.481,0.098,0.637,0.34,1.147,0.15,0.108,0.574,0.157,0.325,0.897,0.517,0.083,0.005,1
AAQ734881Putativetype2allergenLepd2025Lepidoglyphusdestructor,9.348,4.006,7.345,3.339,4.674,9.348,1.335,8.68,10.683,5.342,2.003,2.003,3.339,2.671,0.668,3.339,6.677,8.68,0,0.668,0.98,1.067,0.867,0.247,0.02,0.044,0.847,0.683,1.002,0.313,0.047,0.086,0.304,0.223,0.868,0.096,0.455,0.087,0.591,0.188,1.156,0.165,0.131,0.586,0.182,0.337,0.893,0.519,0.095,0.17,1
AAQ734891Putativetype2allergenLepd2031Lepidoglyphusdestructor,9.343,4.004,6.673,3.337,4.671,10.01,1.335,8.676,11.345,5.339,2.002,1.335,3.337,2.669,0.667,3.337,6.673,8.676,0,0.667,0.926,1.03,0.912,0.042,0.016,0.036,0.875,0.769,1.084,0.147,0.042,0,0.262,0.235,0.943,0.229,0.44,0.118,0.622,0.22,1.156,0.117,0.126,0.453,0.154,0.403,0.877,0.347,0.105,0.111,1
AAQ734901Putativetype2allergenLepd2035Lepidoglyphusdestructor,9.458,4.053,7.431,3.378,4.729,9.458,1.351,8.782,11.484,5.404,2.027,2.027,3.378,2.702,0.676,3.378,6.755,8.107,0,0.676,1.132,1.134,0.819,0.276,0.062,0.034,0.766,0.745,0.954,0.295,0.102,0.032,0.456,0.134,0.865,0.14,0.459,0.102,0.562,0.253,1.126,0.152,0.108,0.52,0.063,0.368,0.851,0.497,0.167,0.151,1
AAQ734911Putativetype2allergenLepd2039Lepidoglyphusdestructor,9.342,4.004,7.34,3.336,4.671,9.342,1.335,8.674,11.343,5.338,2.002,1.335,3.336,2.669,0.667,3.336,6.673,8.674,0,0.667,1.008,1.089,0.839,0.243,0.016,0.054,0.869,0.761,0.98,0.315,0.042,0.052,0.33,0.175,0.865,0.089,0.439,0.075,0.614,0.268,1.134,0.168,0.126,0.552,0.177,0.389,0.879,0.515,0.105,0.128,1
AAQ734921Putativetype2allergenLepd2042Lepidoglyphusdestructor,8.668,4,7.334,3.334,4.667,9.334,1.333,8.668,11.335,5.334,2,1.333,3.334,2,0.667,3.334,7.334,9.334,0,0.667,0.938,1.072,0.835,0.26,0.023,0.054,0.8,0.71,0.966,0.316,0.025,0.05,0.302,0.181,0.844,0.098,0.44,0.074,0.652,0.3,1.139,0.153,0.132,0.552,0.194,0.396,0.93,0.508,0.103,0.127,1
AAQ734931AllergenLepd5unknownfunctionLepidoglyphusdestructor,8.68,0,5.787,12.731,5.208,2.315,4.629,4.629,10.416,13.888,1.157,4.051,1.157,2.893,3.472,4.629,7.523,5.787,0,0,0.726,0.345,0.307,0.464,0.128,0.331,0.464,0.246,0.574,0.055,0.194,0.406,0.228,0.409,0.303,0.228,0.025,1.445,0.266,0.203,0.208,0.291,0.101,0.281,0.118,0.761,0.361,0.074,0.154,0.442,1
AAQ734941AllergenLepd5unknownfunctionLepidoglyphusdestructor,8.822,0,5.293,12.351,5.293,2.353,4.705,4.705,10.587,14.116,1.176,4.117,1.764,3.529,3.529,4.705,7.058,5.293,0,0,0.671,0.244,0.312,0.462,0.02,0.334,0.527,0.08,0.551,0.096,0.074,0.515,0.209,0.385,0.29,0.117,0.076,1.583,0.233,0.025,0.165,0.223,0.217,0.371,0.121,0.7,0.321,0.208,0.091,0.423,1
AAP151991PutativeprofilinlikeproteinHumulusscandens,8.853,1.476,5.902,5.902,2.213,12.542,2.951,10.329,5.164,6.64,5.164,1.476,4.427,5.164,1.476,3.689,4.427,4.427,1.476,2.951,0.335,0.328,1.129,0.143,0.067,0.347,0.104,0.401,0.245,0.285,0.1,0.181,0.313,0.227,0.782,0.521,0.079,0.093,0.513,0.516,0.818,0.299,0.014,0.153,0.08,0.559,0.804,0.013,0.091,0.536,1
AAP152001PutativeprofilinlikeproteinHumulusscandens,8.187,1.489,5.954,5.21,1.489,13.397,2.233,8.187,4.466,7.443,4.466,2.977,5.21,5.21,1.489,3.721,5.21,5.954,1.489,3.721,0.295,0.342,0.982,0.248,0.167,0.109,0.106,0.37,0.368,0.264,0.024,0.076,0.294,0.335,0.874,0.419,0.14,0.345,0.394,0.55,0.908,0.324,0.181,0.183,0.268,0.474,0.399,0.008,0.413,0.443,1
AAP152011AllergenprofilinlikeproteinAmbrosiaartemisiifolia,7.455,1.491,4.473,6.71,2.237,13.42,2.237,8.946,4.473,6.71,5.219,2.982,5.964,4.473,1.491,2.982,5.219,5.964,1.491,3.728,0.359,0.365,0.666,0.235,0.052,0.104,0.015,0.365,0.358,0.19,0.12,0.085,0.242,0.353,0.86,0.136,0.154,0.343,0.479,0.549,0.75,0.128,0.214,0.206,0.046,0.408,0.4,0.113,0.434,0.454,1
AAP152021AllergenprofilinlikeproteinAmbrosiaartemisiifolia,5.997,1.499,4.497,6.746,2.249,13.492,2.249,8.245,4.497,6.746,5.247,2.998,6.746,4.497,1.499,3.748,5.997,5.997,1.499,3.748,0.341,0.409,0.677,0.179,0.176,0.121,0.008,0.257,0.236,0.093,0.038,0.096,0.266,0.432,0.858,0.07,0.143,0.366,0.516,0.582,0.701,0.139,0.143,0.197,0.106,0.451,0.451,0.013,0.341,0.423,1
AAP152031AllergenprofilinlikeproteinAmbrosiaartemisiifolia,8.849,2.212,5.162,5.899,2.95,14.01,2.95,7.374,5.162,5.899,5.899,1.475,3.687,6.636,1.475,2.95,5.162,5.899,1.475,2.95,0.18,0.222,0.767,0.208,0.009,0.431,0.197,0.218,0.432,0.308,0.044,0.198,0.242,0.374,0.798,0.485,0.309,0.045,0.43,0.611,0.506,0.193,0.177,0.139,0.181,0.304,0.403,0.323,0.304,0.665,1
AAQ835881AllergenFrae1Olee1likeproteinFraxinusexcelsior,2.777,4.165,4.165,7.636,6.247,7.636,1.388,6.247,6.247,6.941,2.777,5.553,6.247,4.859,5.553,4.859,7.636,6.247,0.694,3.471,0.337,0.267,0.536,0.377,0.33,0.686,0.309,0.136,0.451,0.591,0.728,0.216,0.348,0.087,0.336,0.14,0.324,0.08,0.582,0.347,0.349,0.581,0.02,0.919,0.575,0.156,0.154,0.138,0.47,1.133,1
AAQ918471AllergenArah8pathogenesisrelatedproteinPR10Betv1likeproteinArachishypogaea,6.666,0,5.454,9.696,3.03,10.302,1.212,7.272,10.908,6.06,1.212,3.636,5.454,0.606,0.606,3.636,7.878,7.272,0,4.242,0.749,0.046,0.38,0.122,0.106,0.612,0.217,0.406,1.419,0.129,0.174,0.33,0.382,0.588,0.954,0.118,0.064,0.382,0.023,0.313,0.681,0.393,0.285,0.057,0.11,0.29,0.303,0.038,0.239,0.269,1
AAN113001AllergenCanda3peroxysomalproteinCandidaalbicans,6.796,0.85,8.071,7.221,6.372,9.345,2.124,5.947,8.92,6.796,0.85,5.947,4.248,1.699,0.85,3.823,7.646,8.92,0.85,2.973,0.049,0.077,0.288,0.307,0.243,0.026,0.601,0.542,0.299,0.286,0.07,0.142,0.368,0.244,0.379,0.283,0.218,0.502,0.386,0.347,0.212,0.36,0.056,0.154,0.568,0.429,0.762,0.109,0.351,0.264,1
AAN180441AllergenmajorpollenallergenOlee1Oleaeuropaea,4.619,4.619,3.849,8.468,5.388,8.468,0.77,6.158,7.698,7.698,2.309,6.158,5.388,2.309,4.619,4.619,8.468,5.388,0.77,3.849,0.097,0.338,0.541,0.658,0.738,0.787,0.018,0.193,0.387,0.435,0.565,0.461,0.137,0.004,0.268,0.049,0.483,0.224,0.169,0.341,0.24,0.62,0.095,0.632,0.453,0.16,0.482,0.129,0.302,0.945,1
AAO221321AllergenmajorpollenallergenOlee1Oleaeuropaea,3.747,4.496,4.496,8.243,5.246,7.494,0.749,5.246,7.494,8.243,1.499,5.995,5.246,1.499,4.496,5.995,9.742,5.995,1.499,3.747,0.08,0.326,0.443,0.601,0.698,0.726,0.086,0.2,0.164,0.47,0.483,0.485,0.205,0.016,0.346,0.163,0.425,0.295,0.251,0.54,0.179,0.508,0.195,0.746,0.455,0.108,0.565,0.272,0.533,0.905,1
AAO221331AllergenmajorpollenallergenOlee1Oleaeuropaea,3.84,3.84,3.072,8.448,5.376,9.216,1.536,4.608,7.68,8.448,2.304,6.144,5.376,1.536,6.144,5.376,9.216,6.144,0.768,3.84,0.179,0.353,0.615,0.428,0.604,0.836,0.204,0.233,0.451,0.332,0.559,0.589,0.355,0.091,0.485,0.077,0.762,0.255,0.234,0.334,0.394,0.621,0.161,0.628,0.505,0.083,0.566,0.404,0.724,0.786,1
AAO338971AllergenOlee3allergenOleaeuropaea,3.678,0,9.194,12.872,5.517,11.033,1.839,7.355,7.355,9.194,3.678,0,1.839,1.839,5.517,7.355,5.517,1.839,0,0,1.258,0.69,0.462,0.45,0.387,0.298,0.71,0.231,1.94,0.564,0.304,0.163,0.091,0.989,0.285,0.161,0.675,0.238,1.965,2.051,1.03,0.057,0.107,1.354,1.622,1.052,0.594,0.765,0.153,0.24,1
AAO734641AllergenDerp11paramyosinDermatophagoidespteronyssinus,8.328,0.216,4.434,15.141,0.649,1.514,2.92,4.11,8.977,11.788,1.839,3.028,0.108,8.436,7.354,4.975,4.218,4.759,0.216,1.622,0.438,0.11,0.107,0.021,0.017,0.302,0.595,1.051,0.217,0.081,0.229,0.478,0.504,0.996,0.071,0.11,0.119,0.468,0.463,1.337,0.232,0.084,0.143,0.816,0.194,0.37,0.013,0.073,0.087,0.443,1
AAO918001AllergenAlta8mannitoldehydrogenaseAlternariaalternata,11.133,2.598,5.938,5.566,3.34,8.906,1.484,5.938,7.051,5.938,1.855,4.082,2.598,3.711,3.34,6.68,5.938,7.422,1.113,4.082,0.513,0.26,0.371,0.533,0.617,0.699,0.372,0.469,0.654,0.321,0.311,0.03,0.349,0.261,0.994,0.053,0.239,0.283,0.231,0.276,0.618,0.351,0.231,0.047,0.343,0.188,0.896,0.34,0.145,0.002,1
AAO918011AllergenClah8NADPdependentMannitoldehydrogenaseCladosporiumherbarum,12.403,1.824,5.472,5.472,2.918,10.214,2.918,4.742,6.201,5.837,2.553,2.918,2.189,4.013,2.918,6.931,5.837,7.296,1.094,3.648,0.431,0.116,0.431,0.38,0.439,0.536,0.347,0.55,0.932,0.252,0.132,0.11,0.157,0.026,1.203,0.02,0.129,0.175,0.317,0.342,0.662,0.249,0.137,0.022,0.027,0.054,1.068,0.395,0.159,0.086,1
AAP570941PutativeargininekinaseDermatophagoidesfarinae,5.234,2.036,6.688,7.561,5.525,8.724,2.617,4.653,8.433,10.469,2.326,4.943,3.49,4.943,4.943,4.653,5.525,6.688,0.582,3.199,0.28,0.123,0.102,0.119,0.007,0.149,0.756,0.516,0.02,0.165,0.385,0.392,0.025,0.289,0.051,0.127,0.097,0.012,0.156,0.084,0.205,0.163,0.315,0.018,0.531,0.531,0.273,0.117,0.062,0.08,1
AAP350651AllergenDerf29cyclophilinDermatophagoidesfarinae,5.586,1.241,4.345,3.724,8.068,12.413,2.483,6.827,7.448,4.345,3.103,6.827,4.345,3.724,3.103,7.448,7.448,7.448,0.621,1.241,0.411,0.124,0.259,0.003,0.02,0.123,0.912,0.659,0.607,0.322,0.042,0.269,0.278,0.131,0.683,0.35,0.453,0.794,0.054,0.08,0.138,0.295,0.021,0.315,0.189,0.401,0.556,0.208,0.036,0.244,1
AAP350691PutativeBlot8allergenBlomiatropicalis,8.501,0.447,5.369,12.08,8.054,5.369,1.79,5.817,6.264,10.291,3.132,3.132,4.474,1.79,6.711,6.711,4.027,4.027,2.237,5.369,0.572,0.597,0.26,0.053,0.248,0.372,0.474,0.57,0.073,0.237,0.065,0.272,0.306,0.26,0.247,0.137,0.179,0.259,0.016,0.088,0.259,0.067,0.152,0.491,0.688,0.544,0.146,0.189,0.251,0.103,1
AAP350731AllergenDerf2NPC2likeproteinDermatophagoidesfarinae,9.524,4.082,8.164,3.402,2.041,6.123,2.721,6.803,9.524,6.123,2.041,5.443,4.082,2.721,1.361,2.721,4.762,11.565,0.68,1.361,0.658,0.732,0.53,0.27,0.38,0.425,0.545,0.457,0.541,0.395,0.055,0.369,0.262,0.348,0.898,0.053,0.172,0.326,0.138,0.17,1.015,0.613,0.285,0.415,0.448,0.673,0.754,0.753,0.169,0.189,1
AAP350751AllergenDerf1allergenDermatophagoidesfarinae,9.116,2.659,4.178,7.976,3.798,4.558,2.659,6.457,4.558,8.356,1.139,4.938,3.039,5.697,6.077,7.976,5.318,6.077,0.38,4.938,0.359,0.337,0.003,0.066,0.006,0.702,0.457,0.264,0.35,0.05,0.136,0.187,0.377,0.436,0.239,0.549,0.004,0.046,0.339,0.153,0.15,0.242,0.524,0.827,0.424,0.204,0.159,0.213,0.206,0.216,1
AAP350771AllergenDerf7allergenDermatophagoidesfarinae,9.059,0,8.606,7.247,4.53,5.436,3.624,9.512,6.794,8.153,3.624,3.171,3.171,2.718,3.171,3.624,4.077,8.606,0,1.359,0.107,0.219,0.359,0.344,0.24,0.554,0.53,0.393,0.455,0.098,0.179,0.836,0.572,0.817,0.257,0.214,0.157,0.219,1.001,0.849,0.284,0.207,0.114,0.162,0.172,0.422,0.063,0.093,0.102,0.408,1
AAP350781AllergenDerf13fattyacidbindingproteinDermatophagoidesfarinae,5.174,0.739,6.652,11.086,8.13,6.652,0,5.174,13.304,4.435,1.478,2.956,0.739,2.956,4.435,4.435,7.391,8.869,0,2.217,0.734,0.131,0.247,0.214,0.017,0.356,0.601,0.439,0.062,0.317,0.071,0.774,0.339,0.713,0.116,0.211,0.325,0.543,0.501,1.242,0.082,0.535,0.136,0.352,0.275,0.321,0.074,0.203,0.243,0.445,1
AAP350821AllergenDerfGald2allergenDermatophagoidesfarinae,5.271,0,5.271,5.5,5.5,7.105,2.75,5.729,5.5,7.105,3.209,5.042,3.667,7.792,3.209,8.25,4.354,7.105,0.688,4.813,0.059,0.052,0.367,0.057,0.009,0.106,0.274,0.252,0.199,0.02,0.002,0.215,0.513,0.101,0.537,0.167,0.264,0.431,0.012,0.085,0.341,0.241,0.084,0.137,0.064,0.009,0.278,0.026,0.037,0.07,1
AAR174751AllergenPenc24elongationfactor1betaPenicilliumcitrinum,12.113,0,7.268,11.305,3.23,4.441,1.615,2.423,8.075,6.056,1.211,3.23,4.845,2.423,1.615,6.46,4.038,7.268,1.211,3.23,0.105,0.934,0.288,0.121,0.224,1.472,0.03,0.579,0.586,0.228,0.121,0.991,0.006,0.771,0.568,0.093,0.025,0.245,0.302,0.055,0.509,0.091,0.054,0.01,0.041,0.435,0.259,0.215,0.246,0.014,1
AAR210711PutativePR5allergenJunr31precursorJuniperusrigida,12.513,6.674,5.84,2.086,3.337,8.342,0.417,2.92,4.171,6.257,0.834,5.005,3.754,5.005,2.086,6.257,7.508,5.422,1.251,4.171,0.379,0.425,1.017,0.044,0.232,0.242,0.44,0.289,1.378,0.111,0.054,0.508,0.059,0.119,0.875,0.057,0.184,0.097,0.318,0.083,1.189,0.238,0.052,0.409,0.075,0.057,0.751,0.509,0.046,0.147,1
AAR210721PutativePR5allergenJunr32precursorJuniperusrigida,12.517,6.676,5.841,2.086,3.338,8.345,0.417,2.921,3.755,6.259,0.834,5.007,3.755,5.007,2.503,6.259,7.51,5.424,1.252,4.172,0.393,0.425,1.009,0.043,0.23,0.271,0.479,0.289,1.38,0.108,0.057,0.536,0.025,0.118,0.882,0.058,0.167,0.109,0.341,0.082,1.154,0.24,0.045,0.429,0.043,0.057,0.766,0.507,0.044,0.14,1
AAR210731AllergenCups3thaumatinlikeproteinCupressussempervirens,12.144,6.7,6.281,1.675,2.931,7.957,0.419,2.931,4.188,5.863,0.838,5.025,3.769,4.606,2.931,7.119,7.538,5.863,1.256,4.188,0.418,0.488,1.155,0.028,0.22,0.128,0.456,0.277,1.33,0.138,0.115,0.468,0.011,0.144,0.839,0.184,0.184,0.035,0.336,0.053,1.422,0.311,0.044,0.48,0.118,0.009,0.585,0.493,0.074,0.22,1
AAR210741AllergenCups3thaumatinlikeproteinCupressussempervirens,12.131,6.693,6.275,1.673,2.928,8.366,0.418,2.928,4.602,6.275,0.837,5.02,3.765,4.183,2.51,6.693,7.53,5.857,1.255,4.183,0.34,0.323,1.049,0.009,0.258,0.038,0.449,0.269,1.317,0.119,0.106,0.461,0.065,0.147,0.866,0.201,0.178,0.172,0.362,0.144,1.231,0.273,0.028,0.323,0.017,0.009,0.72,0.5,0.057,0.214,1
AAR224881allergenMald3Malusdomestica,13.123,7.719,0.772,0,0,8.491,0.772,5.403,3.86,6.175,1.544,6.947,4.632,1.544,3.088,6.947,6.947,9.263,0,1.544,0.06,0.25,1.796,0.103,0.522,0.284,0.122,0.05,1.895,0.157,0.261,0.103,0.469,0.039,1.343,0.076,1.365,0.417,0.592,0.361,2.05,0.165,0.215,0.122,0.025,0.257,1.536,0.005,0.234,0.187,1
1LLTAAllergenChainABirchPollenAllergenBetV1MutantE45sBetulapendula,6.782,0,5.549,8.015,4.316,8.632,2.466,8.015,9.249,6.166,0.617,5.549,4.933,1.233,1.85,7.399,5.549,7.399,0,4.316,0.881,0.654,0.555,0.117,0.058,0.687,0.525,0.146,1.09,0.029,0.322,0.124,0.653,0.27,0.457,0.217,0.349,0.357,0.121,0.39,0.515,0.443,0.214,0.362,0.141,0.011,0.584,0.27,0.518,0.589,1
CAD217062PutativeCuZnsuperoxidedismutaseOleaeuropaea,5.625,1.25,5.625,3.75,1.875,18.124,5.625,5,3.125,6.25,1.25,5,5,1.875,2.5,5,8.749,8.749,0,0.625,0.055,0.475,1.237,0.632,0.087,0.047,0.404,0.092,1.327,0.155,0.311,0.094,0.084,0.169,2.1,0.443,0.652,0.769,0.219,0.066,1.238,0.023,0.416,0.144,0.469,0.603,1.678,0.1,0.136,0.195,1
AAR922231AllergenActd4phytocystatinActinidiadeliciosa,11.78,0,3.366,4.207,3.366,6.731,1.683,1.683,5.048,10.938,1.683,5.048,3.366,5.048,5.048,5.89,2.524,14.304,2.524,3.366,0.492,0.087,1.37,0.473,0.192,0.299,0.589,0.745,0.36,0.517,0.134,0.379,0.228,0.416,0.14,0.871,0.115,0.526,0.429,0.665,0.895,0.011,0.274,0.015,0.653,0.096,0.145,0.511,0.201,0.035,1
P835421AllergenPolg1phospholipaseA1Polistesgallicus,0,2.501,10.003,10.003,5.002,5.002,2.501,12.504,15.005,10.003,0,7.502,2.501,0,5.002,5.002,5.002,2.501,0,5.002,1.783,1.836,0.445,0.543,0.087,0.662,0.221,0.139,0.456,0.421,0.816,0.425,1.827,0.631,0.076,0.742,1.186,2.048,1.445,1.328,0.052,0.852,0.561,0.607,0.748,1.223,0.097,0.174,0.077,1.747,1
AAS021081PutativeFADlinkedoxidoreductaseBG60Cynodondactylon,9.3,1.302,5.022,3.534,4.092,9.114,1.488,5.208,6.324,7.068,3.162,2.604,6.324,2.604,5.208,5.58,4.836,7.998,2.046,4.278,0.044,0.042,0.395,0.248,0.173,0.203,0.125,0.41,0.77,0.155,0.455,0.144,0.049,0.301,0.267,0.028,0.156,0.01,0.19,0.302,0.641,0.175,0.081,0.309,0.106,0.069,0.407,0.132,0.193,0.178,1
